SA2_MAINCODE_2016,SA2_NAME_2016,SA2_MAINCODE_2011,SA2_NAME_2011,RATIO,PERCENTAGE
801011007,Evatt,801011007,Evatt,1,100
801011008,Florey,801011008,Florey,1,100
801011009,Flynn (ACT),801011009,Flynn (ACT),1,100
801011010,Fraser,801011010,Fraser,1,100
801011011,Giralang,801011011,Giralang,1,100
801011012,Gooromon,801011012,Gooromon,1,100
801011013,Hawker,801011013,Hawker,1,99.9999997
801011014,Higgins,801011014,Higgins,1,100
801011015,Holt,801011015,Holt,1,100
801011016,Kaleen,801011016,Kaleen,1,100
801011017,Latham,801011017,Latham,1,100
801011018,Lawson,801011018,Lawson,1,100
801011019,Macgregor (ACT),801011019,Macgregor (ACT),1,100
801011020,Macquarie,801011020,Macquarie,1,100
801011021,McKellar,801011021,McKellar,1,100
801011022,Melba,801011022,Melba,1,100
801011023,Page,801011023,Page,1,100
801011024,Scullin,801011024,Scullin,1,100
801011025,Spence,801011025,Spence,1,100
801011026,Weetangera,801011026,Weetangera,1,100
801011111,Molonglo Corridor,801011005,Cook,0.2307692,23.0769231
801011111,Molonglo Corridor,801021028,Molonglo,0.7692308,76.9230769
801011112,West Belconnen,801021028,Molonglo,1,100
801031031,Hume,801031031,Hume,1,100
801031032,Kowen,801031032,Kowen,1,100
801031113,Canberra East,801031030,ACT - East,1,100
801031114,Canberra Airport,801031033,Majura,1,100
801031115,Majura,801031032,Kowen,0.0144444,1.4444424
801031115,Majura,801031033,Majura,0.9855556,98.5555576
801041034,Amaroo,801041034,Amaroo,1,100
801041035,Bonner,801041035,Bonner,1,100
801041036,Casey,801041036,Casey,1,100
801041037,Crace,801041037,Crace,1,100
801041038,Forde,801041038,Forde,1,100
801041039,Franklin,801041039,Franklin,1,100
801041040,Gungahlin,801041040,Gungahlin,1,100
801041043,Hall,801041043,Hall,1,99.9999963
801041044,Harrison,801041041,Gungahlin - East,0.0091131,0.9113114
801041044,Harrison,801041044,Harrison,0.9908869,99.0886886
801041045,Mitchell,801041045,Mitchell,1,100
801041046,Ngunnawal,801041046,Ngunnawal,1,100
801041047,Nicholls,801041047,Nicholls,1,100
801041048,Palmerston,801041048,Palmerston,1,100
801041116,Gungahlin - East,801041041,Gungahlin - East,1,100
801041117,Gungahlin - West,801041042,Gungahlin - West,1,100
801041118,Jacka,801041042,Gungahlin - West,1,100
801041119,Kenny,801041041,Gungahlin - East,0.999995,99.9995
801041120,Moncrieff,801041042,Gungahlin - West,1,100
801041121,Taylor,801041042,Gungahlin - West,1,100
801041122,Throsby,801041041,Gungahlin - East,1,100
801051049,Acton,801051049,Acton,1,99.9999995
801051050,Ainslie,801051050,Ainslie,1,100
801051051,Braddon,801051051,Braddon,1,100
801051053,Civic,801051053,Civic,1,100
801051054,Dickson,801051054,Dickson,1,100
801051055,Downer,801051055,Downer,1,100
801051056,Hackett,801051056,Hackett,1,100
801051057,Lyneham,801051057,Lyneham,1,100
801051058,O'Connor (ACT),801051058,O'Connor (ACT),1,100
801051060,Turner,801051060,Turner,1,100
801051061,Watson,801051061,Watson,1,100
801051123,Black Mountain,801021028,Molonglo,1,100
801051124,Campbell,801051052,Campbell,1,100
801051125,Duntroon,801051052,Campbell,1,100
801051126,Parkes (ACT) - North,801051052,Campbell,0.9999933,99.9993333
801051127,Reid,801051059,Reid,1,100
801051128,Russell,801051052,Campbell,1,100
801061062,Deakin,801061062,Deakin,1,100
801061063,Forrest,801061063,Forrest,1,100
801061064,Griffith (ACT),801061064,Griffith (ACT),1,100
801061066,Lake Burley Griffin,801061066,Lake Burley Griffin,1,100
801061067,Narrabundah,801061067,Narrabundah,1,100
801061068,Parkes (ACT) - South,801061068,Parkes (ACT),1,100
801061069,Red Hill (ACT),801061069,Red Hill (ACT),1,100
801061070,Yarralumla,801061070,Yarralumla,1,100
801061129,Barton,801061065,Kingston - Barton,1,100
801061130,Fyshwick,801031030,ACT - East,1,100
801061131,Kingston (ACT),801061065,Kingston - Barton,1,100
801071071,Banks,801071071,Banks,1,100
801071072,Bonython,801071072,Bonython,1,100
801071073,Calwell,801071073,Calwell,1,100
801071074,Chisholm,801071074,Chisholm,1,100
801071075,Conder,801071075,Conder,1,100
801071076,Fadden,801071076,Fadden,1,100
801071077,Gilmore,801071077,Gilmore,1,100
801071078,Gordon (ACT),801071078,Gordon (ACT),1,100
801071079,Gowrie (ACT),801071079,Gowrie (ACT),1,100
801071080,Greenway,801071080,Greenway,1,100
801071081,Isabella Plains,801071081,Isabella Plains,1,100
801071082,Kambah,801071082,Kambah,1,100
801071083,Macarthur,801071083,Macarthur,1,100
801071084,Monash,801071084,Monash,1,100
801071085,Mount Taylor,801071085,Mount Taylor,1,100
801071086,Oxley (ACT),801071086,Oxley (ACT),1,100
801071087,Richardson,801071087,Richardson,1,100
801071088,Theodore,801071088,Theodore,1,100
801071089,Tuggeranong,801071089,Tuggeranong,1,100
801071090,Wanniassa,801071090,Wanniassa,1,100
801071132,Tuggeranong - West,801021027,ACT - South West,1,100
801081091,Chapman,801081091,Chapman,1,100
801081092,Duffy,801081092,Duffy,1,100
801081093,Fisher,801081093,Fisher,1,100
801081094,Holder,801081094,Holder,1,100
801081095,Rivett,801081095,Rivett,1,100
801081096,Stirling,801081096,Stirling,1,100
801081097,Waramanga,801081097,Waramanga,1,100
801081098,Weston,801081098,Weston,1,99.9999997
801081133,Scrivener,801021027,ACT - South West,1,100
801091099,Chifley,801091099,Chifley,1,100
801091100,Curtin,801091100,Curtin,1,100
801091101,Farrer,801091101,Farrer,1,100
801091102,Garran,801091102,Garran,1,100
801091103,Hughes,801091103,Hughes,1,100
801091104,Isaacs,801091104,Isaacs,1,100
801091105,Lyons (ACT),801091105,Lyons (ACT),1,100
801091106,Mawson,801091106,Mawson,1,100
801091107,O'Malley,801091107,O'Malley,1,100
801091108,Pearce,801091108,Pearce,1,100
801091109,Phillip,801091109,Phillip,1,100
801091110,Torrens,801091110,Torrens,1,100
801101134,Arboretum,801021028,Molonglo,1,100
801101135,Coombs,801021027,ACT - South West,1,100
801101136,Denman Prospect,801021027,ACT - South West,1,100
801101137,Molonglo,801021027,ACT - South West,1,100
801101138,Molonglo - North,801021028,Molonglo,1,100
801101139,Wright,801021027,ACT - South West,1,100
801111140,ACT - South West,801021027,ACT - South West,1,100
801111141,Namadgi,801021027,ACT - South West,0.0810809,8.108095
801111141,Namadgi,801021029,Namadgi,0.9189191,91.891905
901011001,Christmas Island,901011001,Christmas Island,1,100
901021002,Cocos (Keeling) Islands,901021002,Cocos (Keeling) Islands,1,100
901031003,Jervis Bay,901031003,Jervis Bay,1,100
